"","Season","Group","clutch_ID","clutch_size","laid_date","laid_date_error","mother_ID","egg_position","egg_weight_date","egg_weight","tarsus_med","wing_med","yd","egg_volume","Sept_day","female_helpers","male_helpers","cent_female_helpers","mean_female_helpers","cent_male_helpers","mean_male_helpers","temp_above_35","rainfall","age_error","cent_volume","mean_volume","time_since_prev_ba","fate_prev_ba","female_helper_prev_ba","male_helper_prev_ba","Clutch_order"
"40","2013-14","AYEAYE","AY023",2,"10/04/2014",0,"4H-39163",NA,"10/04/2014",3.11,25.2,102,100,3263.86944,221,3,2,1.16129032258065,1.83870967741935,0.516129032258065,1.48387096774194,0,45.5,3235,76.6618527135483,3187.20758728645,42,"REARING",3,2,4
"41","2013-14","AYEAYE","AY023",2,"09/04/2014",0,"4H-39163",NA,"09/04/2014",3.23,25.2,102,99,3374.14961448,220,3,2,1.16129032258065,1.83870967741935,0.516129032258065,1.48387096774194,0,45.5,3235,186.942027193549,3187.20758728645,42,"REARING",3,2,4
"42","2014-15","AYEAYE","AY026",2,"25/12/2014",3,"4H-39163",NA,"27/12/2014",3.12,25.2,102,359,3188.26335744,115,2,2,0.161290322580645,1.83870967741935,0.516129032258065,1.48387096774194,3,29.5,3235,1.05577015354811,3187.20758728645,37,"REARING",2,2,NA
"43","2014-15","AYEAYE","AY026",2,"25/12/2014",3,"4H-39163",NA,"27/12/2014",3.18,25.2,102,359,3202.496676,115,2,2,0.161290322580645,1.83870967741935,0.516129032258065,1.48387096774194,3,29.5,3235,15.2890887135486,3187.20758728645,37,"REARING",2,2,NA
"44","2008-9","BONGO","BO007",2,"15/12/2008",0,"4H-39172",1,"15/12/2008",3.12,24,100,350,3384.24125364,106,2,0,0.117647058823529,1.88235294117647,-1.38235294117647,1.38235294117647,7,0,1,16.55693018272,3367.68432345728,127,"SUCCESS",NA,NA,2
"45","2008-9","BONGO","BO008",2,"19/02/2009",0,"4H-39172",1,"19/02/2009",3.11,24,100,50,3300.05456856,171,2,0,0.117647058823529,1.88235294117647,-1.38235294117647,1.38235294117647,0,0,1,-67.6297548972798,3367.68432345728,66,"INCUBATION",2,0,3
"46","2008-9","BONGO","BO009",2,"11/04/2009",0,"4H-39172",1,"11/04/2009",3.46,24,100,101,3644.56750392,222,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,0,0,1,276.88318046272,3367.68432345728,50,"REARING",2,0,4
"47","2009-10","BONGO","BO012",2,"19/12/2009",0,"4H-39172",1,"19/12/2009",NA,24,100,353,3279.7124521875,109,2,3,0.117647058823529,1.88235294117647,1.61764705882353,1.38235294117647,6,17.5,1,-87.9718712697795,3367.68432345728,43,"REARING",2,3,3
"48","2009-10","BONGO","BO013",2,"05/02/2010",0,"4H-39172",1,"05/02/2010",3.43,24,100,36,3589.3635338475,157,4,3,2.11764705882353,1.88235294117647,1.61764705882353,1.38235294117647,0,0,1,221.679210390222,3367.68432345728,48,"SUCCESS",2,3,4
"49","2010-11","BONGO","BO015",2,"09/01/2011",0,"4H-39172",1,"09/01/2011",3.29,24,100,9,3423.35743848,130,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,2,0,1,55.6731150227206,3367.68432345728,41,"INCUBATION",4,1,2
"50","2010-11","BONGO","BO017",3,"18/02/2011",0,"4H-39172",1,"18/02/2011",2.73,24,100,49,2773.41975,170,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,0,132.5,1,-594.26457345728,3367.68432345728,28,"REARING",2,1,4
"51","2008-9","BONGO","BO007",2,"16/12/2008",0,"4H-39172",2,"16/12/2008",3.35,24,100,351,3506.66967339,107,2,0,0.117647058823529,1.88235294117647,-1.38235294117647,1.38235294117647,8,0,1,138.985349932721,3367.68432345728,127,"SUCCESS",NA,NA,2
"52","2008-9","BONGO","BO008",2,"19/02/2009",1,"4H-39172",2,"20/02/2009",3.08,24,100,50,3195.02592612,171,2,0,0.117647058823529,1.88235294117647,-1.38235294117647,1.38235294117647,0,0,1,-172.65839733728,3367.68432345728,66,"INCUBATION",2,0,3
"53","2008-9","BONGO","BO009",2,"12/04/2009",0,"4H-39172",2,"12/04/2009",3.48,24,100,102,3610.78638624,223,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,0,5.5,1,243.10206278272,3367.68432345728,50,"REARING",2,0,4
"54","2009-10","BONGO","BO012",2,"20/12/2009",0,"4H-39172",2,"20/12/2009",2.92,24,100,354,3119.92058556,110,2,3,0.117647058823529,1.88235294117647,1.61764705882353,1.38235294117647,7,0,1,-247.763737897279,3367.68432345728,43,"REARING",2,3,3
"55","2009-10","BONGO","BO013",2,"06/02/2010",0,"4H-39172",2,"06/02/2010",3.4,24,100,37,3585.502067175,158,4,3,2.11764705882353,1.88235294117647,1.61764705882353,1.38235294117647,0,0,1,217.81774371772,3367.68432345728,48,"SUCCESS",2,3,4
"56","2010-11","BONGO","BO015",2,"10/01/2011",0,"4H-39172",2,"10/01/2011",3.21,24,100,10,3449.80319328,131,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,1,0,1,82.1188698227206,3367.68432345728,41,"INCUBATION",4,1,2
"57","2014-15","BONGO","BO027",2,"31/12/2014",0,"4H-39172",2,"31/12/2014",3.16,24,100,365,3297.15004248,121,1,1,-0.882352941176471,1.88235294117647,-0.382352941176471,1.38235294117647,3,0,1,-70.5342809772796,3367.68432345728,41,"REARING",1,2,3
"58","2010-11","BONGO","BO017",3,"19/02/2011",0,"4H-39172",2,"19/02/2011",2.74,24,100,50,2817.7171477875,171,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,0,132.5,1,-549.967175669779,3367.68432345728,28,"REARING",2,1,4
"59","2010-11","BONGO","BO017",3,"20/02/2011",0,"4H-39172",3,"26/02/2011",2.88,24,100,51,3162.816072,172,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,0,132.5,1,-204.86825145728,3367.68432345728,28,"REARING",2,1,4
"60","2013-14","BONGO","BO023",3,"25/02/2014",0,"4H-39172",3,"26/02/2014",3.22,24,100,56,3449.80319328,177,1,2,-0.882352941176471,1.88235294117647,0.617647058823529,1.38235294117647,0,0,1,82.1188698227206,3367.68432345728,60,"SUCCESS",0,1,3
"61","2009-10","BONGO","BO011",2,"07/11/2009",2,"4H-39172",NA,"08/11/2009",3.34,24,100,311,3522.0610332,67,2,3,0.117647058823529,1.88235294117647,1.61764705882353,1.38235294117647,0,0,1,154.37670974272,3367.68432345728,15,"INCUBATION",2,3,NA
"62","2009-10","BONGO","BO011",2,"07/11/2009",2,"4H-39172",NA,"08/11/2009",3.41,24,100,311,3595.28944896,67,2,3,0.117647058823529,1.88235294117647,1.61764705882353,1.38235294117647,0,0,1,227.60512550272,3367.68432345728,15,"INCUBATION",2,3,NA
"63","2010-11","BONGO","BO014",2,"14/12/2010",1,"4H-39172",NA,"15/12/2010",3.14,24,100,348,3311.73920196,104,4,1,2.11764705882353,1.88235294117647,-0.382352941176471,1.38235294117647,3,0,1,-55.9451214972796,3367.68432345728,297,"FIRST_CLUTH",4,3,NA
"64","2010-11","BONGO","BO014",2,"14/12/2010",1,"4H-39172",NA,"15/12/2010",3.25,24,100,348,3513.0523932,104,4,1,2.11764705882353,1.88235294117647,-0.382352941176471,1.38235294117647,3,0,1,145.368069742721,3367.68432345728,297,"FIRST_CLUTH",4,3,NA
"65","2010-11","BONGO","BO016",2,"21/01/2011",1,"4H-39172",NA,"22/01/2011",3.25,24,100,21,3460.80779784,142,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,0,4.75,1,93.1234743827204,3367.68432345728,12,"INCUBATION",2,1,NA
"66","2010-11","BONGO","BO016",2,"21/01/2011",1,"4H-39172",NA,"22/01/2011",3.34,24,100,21,3700.8576,142,2,1,0.117647058823529,1.88235294117647,-0.382352941176471,1.38235294117647,0,4.75,1,333.173276542721,3367.68432345728,12,"INCUBATION",2,1,NA
"67","2011-12","BONGO","BO019",2,"06/01/2012",2,"4H-39172",NA,"07/01/2012",2.97,24,100,6,3131.3300832,127,4,1,2.11764705882353,1.88235294117647,-0.382352941176471,1.38235294117647,3,0,1,-236.354240257279,3367.68432345728,322,NA,2,1,NA
"68","2011-12","BONGO","BO019",2,"06/01/2012",2,"4H-39172",NA,"07/01/2012",3.05,24,100,6,3213.59025672,127,4,1,2.11764705882353,1.88235294117647,-0.382352941176471,1.38235294117647,3,0,1,-154.094066737279,3367.68432345728,322,NA,2,1,NA
"69","2013-14","BONGO","BO023",3,"23/02/2014",1,"4H-39172",NA,"26/02/2014",3.49,24,100,54,3629.25419508,175,1,2,-0.882352941176471,1.88235294117647,0.617647058823529,1.38235294117647,0,0,1,261.56987162272,3367.68432345728,60,"SUCCESS",0,1,3
"70","2013-14","BONGO","BO023",3,"23/02/2014",1,"4H-39172",NA,"26/02/2014",3.26,24,100,54,3579.79251168,175,1,2,-0.882352941176471,1.88235294117647,0.617647058823529,1.38235294117647,0,0,1,212.10818822272,3367.68432345728,60,"SUCCESS",0,1,3
"71","2012-13","BONGO","BO020",2,"16/12/2012",1,"4H-39172",NA,"17/12/2012",3.06,24,100,351,3308.17536,107,0,1,-1.88235294117647,1.88235294117647,-0.382352941176471,1.38235294117647,0,0,1,-59.5089634572801,3367.68432345728,345,"FIRST_CLUTH",4,1,NA
"72","2012-13","BONGO","BO020",2,"16/12/2012",1,"4H-39172",NA,"17/12/2012",3.14,24,100,351,3426.32448,107,0,1,-1.88235294117647,1.88235294117647,-0.382352941176471,1.38235294117647,0,0,1,58.64015654272,3367.68432345728,345,"FIRST_CLUTH",4,1,NA
"73","2015-16","BONGO","BO029",2,"09/12/2015",1,"4H-39172",NA,"10/12/2015",3.21,24,100,343,3367.24992,99,1,2,-0.882352941176471,1.88235294117647,0.617647058823529,1.38235294117647,6,0,1,-0.434403457280041,3367.68432345728,91,"REARING",1,2,2
"74","2015-16","BONGO","BO029",2,"09/12/2015",1,"4H-39172",NA,"10/12/2015",3.29,24,100,343,3382.01856,99,1,2,-0.882352941176471,1.88235294117647,0.617647058823529,1.38235294117647,6,0,1,14.3342365427197,3367.68432345728,91,"REARING",1,2,2
"75","2013-14","BONGO","BO022",3,"26/12/2013",3,"4H-39172",NA,"28/12/2013",3.11,24,100,360,3259.42995024,116,0,1,-1.88235294117647,1.88235294117647,-0.382352941176471,1.38235294117647,0,0,1,-108.25437321728,3367.68432345728,105,"SUCCESS",0,1,2
"76","2013-14","BONGO","BO022",3,"26/12/2013",3,"4H-39172",NA,"28/12/2013",3.07,24,100,360,3242.411694,116,0,1,-1.88235294117647,1.88235294117647,-0.382352941176471,1.38235294117647,0,0,1,-125.272629457279,3367.68432345728,105,"SUCCESS",0,1,2
"77","2013-14","BONGO","BO022",3,"26/12/2013",3,"4H-39172",NA,"28/12/2013",3.12,24,100,360,3267.97172352,116,0,1,-1.88235294117647,1.88235294117647,-0.382352941176471,1.38235294117647,0,0,1,-99.7125999372797,3367.68432345728,105,"SUCCESS",0,1,2
"78","2007-8","BONGO","BO004",2,"01/02/2008",0,"4H-48913",1,"01/02/2008",3.71,24.1,101.5,32,3913.6896,153,0,0,0,0,0,0,2,0,3235,57.0642374924996,3856.6253625075,29,"REARING",0,0,4
"79","2007-8","BONGO","BO004",2,"02/02/2008",0,"4H-48913",2,"03/02/2008",3.54,24.1,101.5,33,4117.51930078125,154,0,0,0,0,0,0,3,0,3235,260.89393827375,3856.6253625075,29,"REARING",0,0,4
"80","2007-8","BONGO","BO003",3,"05/01/2008",0,"4H-48913",3,"06/01/2008",3.34,24.1,101.5,5,3636.99099,126,0,0,0,0,0,0,5,4.5,3235,-219.6343725075,3856.6253625075,24,"INCUBATION",0,0,3
"81","2007-8","BONGO","BO003",3,"03/01/2008",1,"4H-48913",NA,"04/01/2008",3.55,24.1,101.5,3,3759.98286636,124,0,0,0,0,0,0,3,0,3235,-96.6424961474995,3856.6253625075,24,"INCUBATION",0,0,3
"82","2007-8","BONGO","BO003",3,"03/01/2008",1,"4H-48913",NA,"04/01/2008",3.58,24.1,101.5,3,3896.1593082,124,0,0,0,0,0,0,3,0,3235,39.5339456925003,3856.6253625075,24,"INCUBATION",0,0,3
"83","2007-8","BONGO","BO002",2,"10/12/2007",1,"4H-48913",NA,"13/12/2007",3.64,24.1,101.5,344,3813.08164453125,100,0,0,0,0,0,0,0,0,3235,-43.5437179762498,3856.6253625075,33,"REARING",NA,NA,2
"84","2007-8","BONGO","BO002",2,"10/12/2007",1,"4H-48913",NA,"13/12/2007",3.53,24.1,101.5,344,3858.95382768,100,0,0,0,0,0,0,0,0,3235,2.32846517249982,3856.6253625075,33,"REARING",NA,NA,2
"85","2015-16","BRUBRU","BR001",2,"08/02/2016",0,"4H-68693",1,"08/02/2016",3.35,23.1,102.5,39,3415.34031768,160,1,2,0.5,0.5,0.5,1.5,6,0,6114,-217.65264102,3632.9929587,NA,NA,NA,NA,1
"86","2015-16","BRUBRU","BR001",2,"09/02/2016",0,"4H-68693",2,"09/02/2016",3.59,23.1,102.5,40,3672.77413536,161,1,2,0.5,0.5,0.5,1.5,7,0,6114,39.7811766599998,3632.9929587,NA,NA,NA,NA,1
"87","2015-16","BRUBRU","BR002",2,"26/04/2016",4,"4H-68693",NA,"28/04/2016",3.52,23.1,102.5,117,3736.46592,238,0,1,-0.5,0.5,-0.5,1.5,0,0,6114,103.4729613,3632.9929587,77,"INCUBATION",1,2,NA
"88","2015-16","BRUBRU","BR002",2,"26/04/2016",4,"4H-68693",NA,"28/04/2016",3.46,23.1,102.5,117,3707.39146176,238,0,1,-0.5,0.5,-0.5,1.5,0,0,6114,74.3985030600006,3632.9929587,77,"INCUBATION",1,2,NA
"89","2013-14","CANARY","CA003",2,"26/02/2014",0,"4H-48717",1,"26/02/2014",3.69,24.5,103,57,3843.20180304,178,0,2,-0.307692307692308,0.307692307692308,0.230769230769231,1.76923076923077,0,0,3,116.169679412307,3727.03212362769,62,"SUCCESS",0,1,3
"90","2013-14","CANARY","CA002",3,"26/12/2013",0,"4H-48717",1,"27/12/2013",3.67,24.5,103,360,3874.23432,116,0,1,-0.307692307692308,0.307692307692308,-0.769230769230769,1.76923076923077,0,0,3,147.202196372307,3727.03212362769,67,"INCUBATION",0,1,2
"91","2013-14","CANARY","CA003",2,"27/02/2014",0,"4H-48717",2,"27/02/2014",3.43,24.5,103,58,3617.09037864,179,0,2,-0.307692307692308,0.307692307692308,0.230769230769231,1.76923076923077,0,0,3,-109.941744987692,3727.03212362769,62,"SUCCESS",0,1,3
"92","2013-14","CANARY","CA002",3,"27/12/2013",0,"4H-48717",2,"27/12/2013",3.77,24.5,103,361,3841.93389384,117,0,1,-0.307692307692308,0.307692307692308,-0.769230769230769,1.76923076923077,0,0,3,114.901770212308,3727.03212362769,67,"INCUBATION",0,1,2
"93","2013-14","CANARY","CA002",3,"28/12/2013",0,"4H-48717",3,"28/12/2013",3.22,24.5,103,362,3603.54816,118,0,1,-0.307692307692308,0.307692307692308,-0.769230769230769,1.76923076923077,0,0,3,-123.483963627693,3727.03212362769,67,"INCUBATION",0,1,2
"94","2014-15","CANARY","CA006",2,"25/12/2014",1,"4H-48717",NA,"26/12/2014",3.51,24.5,103,359,3632.70071052,115,1,2,0.692307692307692,0.307692307692308,0.230769230769231,1.76923076923077,3,29.5,3,-94.3314131076927,3727.03212362769,115,"SUCCESS",0,3,NA
"95","2014-15","CANARY","CA006",2,"25/12/2014",1,"4H-48717",NA,"26/12/2014",3.66,24.5,103,359,3782.13725736,115,1,2,0.692307692307692,0.307692307692308,0.230769230769231,1.76923076923077,3,29.5,3,55.1051337323083,3727.03212362769,115,"SUCCESS",0,3,NA
